event_source_concept_id,target_concept_id
15745-3,1204
15746-1,1204
15747-9,1204
15748-7,1204
15749-5,1204
15751-1,1204
15752-9,1204
15753-7,1204
15754-5,1204
15755-2,1204
15756-0,1204
15757-8,1205
15758-6,1205
15760-2,1205
15761-0,1204
15762-8,1204
15763-6,1205
15764-4,1205
15766-9,1205
15767-7,1204
15768-5,1204
15769-3,1204
15770-1,1204
15771-9,1204
15772-7,1205
15773-5,1205
15774-3,1204
15775-0,1204
15776-8,1204
15777-6,1205
15778-4,1204
15779-2,1204
15780-0,1204
15781-8,967
15782-6,967
15783-4,967
15784-2,1204
15787-5,1205
15788-3,1204
15789-1,1204
15790-9,1204
15791-7,1204
15792-5,968
15793-3,968
15794-1,968
15795-8,1204
15796-6,968
15797-4,968
15798-2,968
15799-0,1204
158-6,270
15800-6,1205
15801-4,1204
15802-2,1205
15803-0,1205
15805-5,1204
15806-3,966
15807-1,966
15808-9,966
15809-7,966
15810-5,1205
15811-3,1205
15812-1,1204
15813-9,1205
15814-7,1204
15815-4,1205
15816-2,1204
15817-0,1204
15818-8,1205
15819-6,1204
15820-4,1205
15821-2,1205
15822-0,1205
15823-8,1204
15824-6,1204
15825-3,1204
15826-1,1205
15827-9,1205
15828-7,1205
15829-5,1205
15831-1,1204
15832-9,1205
15833-7,1204
15834-5,1204
15835-2,1204
15836-0,1205
15837-8,1205
15838-6,1205
15839-4,1205
15840-2,1205
15841-0,1204
15843-6,1204
15844-4,1204
15846-9,1205
15847-7,1205
15848-5,1205
15849-3,1204
15850-1,1204
15851-9,1204
15852-7,1204
15853-5,1205
15854-3,1205
15855-0,1204
15856-8,1204
15858-4,1204
15862-6,1204
15863-4,1204
15864-2,1204
15866-7,1205
15869-1,1205
15870-9,1205
15871-7,1205
15872-5,1204
15873-3,1204
15874-1,1205
15875-8,1204
15876-6,1204
15877-4,1204
15878-2,1204
15879-0,1204
15880-8,1204
15881-6,1204
15882-4,1204
15885-7,1205
15886-5,1204
15888-1,1205
15889-9,1204
15890-7,1205
15892-3,1204
15893-1,1205
15894-9,1205
15895-6,1205
15896-4,1204
15897-2,1205
15898-0,1205
15899-8,1205
159-4,277
15900-4,1204
15901-2,1205
15902-0,1205
15903-8,1204
15904-6,1204
15907-9,1204
15908-7,1204
15910-3,1205
15911-1,1205
15912-9,1205
15913-7,1205
15914-5,1205
15915-2,1205
15916-0,1205
15917-8,1205
15918-6,1205
15921-0,968
15922-8,968
15923-6,1204
15924-4,1204
15925-1,1205
15926-9,1205
15927-7,1205
15928-5,1205
15929-3,1204
15930-1,1205
15931-9,1204
15933-5,1204
15934-3,1204
15935-0,1204
15936-8,1204
15937-6,1204
15938-4,1204
15939-2,1204
15940-0,1204
15941-8,1204
15942-6,1204
15943-4,1205
15944-2,1204
15945-9,1204
15946-7,1204
15947-5,1204
15948-3,1205
15949-1,1205
15950-9,1204
15951-7,1205
15952-5,1204
15953-3,1205
15954-1,1204
15955-8,1205
15956-6,1205
15957-4,1205
15958-2,1205
15959-0,1204
15960-8,1204
15961-6,968
15962-4,1205
15963-2,1204
15964-0,1204
15966-5,1205
15967-3,1205
15968-1,1204
15969-9,1205
15970-7,1204
15974-9,1205
15975-6,1204
15976-4,1204
15977-2,1204
15978-0,1204
15980-6,1204
15981-4,1204
15982-2,1205
15983-0,1205
15987-1,1204
15988-9,1204
15989-7,1204
15991-3,1204
15992-1,1204
15993-9,1205
15994-7,1205
15995-4,1205
15996-2,1205
15997-0,1205
15998-8,1205
16-6,270
16001-0,1204
16002-8,1205
16003-6,1204
16005-1,1205
16006-9,1205
16007-7,1204
16008-5,1205
16009-3,1205
1601-4,478
16011-9,1205
16012-7,1204
16013-5,1205
16014-3,1205
16016-8,1205
16018-4,1205
16019-2,1204
16020-0,1204
16022-6,1204
16023-4,1204
16024-2,1205
16025-9,1205
16026-7,1205
16027-5,1205
16028-3,1204
16029-1,1204
16030-9,1205
16031-7,1205
16032-5,1205
16033-3,1204
16034-1,1204
16035-8,1204
16037-4,1204
16038-2,1205
16039-0,968
16040-8,1205
16041-6,1204
16042-4,1205
16045-7,1205
16046-5,1204
16047-3,1205
16048-1,1205
16049-9,1205
16050-7,1205
16051-5,1204
16052-3,1204
16053-1,1205
16054-9,1204
16056-4,1204
16057-2,1205
16058-0,1205
16059-8,1204
16060-6,1204
16061-4,1204
16062-2,1204
16063-0,1204
16064-8,1205
16065-5,1205
16066-3,1205
16067-1,1205
16069-7,1204
16070-5,1204
16071-3,1205
16074-7,1205
16075-4,1204
16076-2,1204
16077-0,1204
16078-8,1204
16080-4,967
16082-0,967
16083-8,1205
16085-3,1205
16086-1,1204
16088-7,1204
16089-5,1205
16090-3,1204
16091-1,1205
16092-9,1204
16093-7,1204
16094-5,1204
16095-2,1204
16096-0,1204
16098-6,1205
16099-4,270
161-0,270
16100-0,270
16101-8,1205
16102-6,1205
16103-4,1205
16104-2,1204
16106-7,1103
16107-5,1103
1611-3,1803
16111-7,477
16114-1,665
16132-3,390
16133-1,3337
16135-6,1460
16136-4,1460
1614-7,1803
16141-4,1418
16142-2,1630
16144-8,1662
16150-5,1659
16190-1,672
16191-9,672
16192-7,672
16193-5,672
16194-3,672
16195-0,667
162-8,270
1620-4,1803
16201-6,662
16202-4,667
16203-2,667
16204-0,667
16205-7,667
16206-5,667
16215-6,1673
16221-4,662
16223-0,672
16224-8,667
16225-5,663
16226-3,659
16227-1,1668
16228-9,1668
16229-7,1669
16230-5,662
16231-3,662
16232-1,662
16233-9,662
16234-7,659
16235-4,659
16236-2,673
16237-0,673
16238-8,673
16239-6,673
16240-4,673
16241-2,1670
16242-0,659
16243-8,1659
16245-3,1662
16246-1,659
16249-5,659
16250-3,659
16251-1,659
16252-9,659
16253-7,659
16254-5,659
16257-8,1632
16258-6,1632
16259-4,1632
16260-2,1632
16261-0,1632
16262-8,1632
16263-6,1632
16264-4,1632
16265-1,1632
16266-9,1632
16267-7,1632
16268-5,1632
16269-3,1632
16278-4,4102
16280-0,24
16285-9,627
16290-9,1630
16291-7,4230
163-6,277
16325-3,516
16334-5,659
16348-5,662
16349-3,679
16350-1,277
16360-0,1665
16361-8,1665
16362-6,536
16364-2,673
16392-3,1465
16393-1,1465
16407-9,1690
16419-4,1657
16421-0,270
16429-3,672
16450-9,1659
1646-9,1414
16475-6,1301
16476-4,1301
16478-0,1301
16479-8,1301
16480-6,1301
16481-4,1301
16482-2,1301
16483-0,5284
16484-8,1205
16487-1,1305
16489-7,1305
1649-3,1820
16497-0,673
165-1,270
16500-1,1501
16518-3,624
16525-8,578
16526-6,578
16527-4,578
1653-5,991
16535-7,1204
16536-5,4347
16539-9,4317
16542-3,1659
16548-0,325
16551-4,999
16568-8,968
16569-6,968
16570-4,1453
16581-1,1308
16582-9,1308
16583-7,1308
16586-0,3309
16587-8,3309
16588-6,3309
1659-2,455
16595-1,1307
16596-9,1307
166-9,270
16613-2,1632
16616-5,996
16620-7,270
16623-1,270
16625-6,665
16632-2,659
16637-1,1204
16641-3,4347
16643-9,1204
16650-4,1205
1666-7,461
16667-8,476
16668-6,476
1668-3,1135
16689-2,627
16690-0,627
16695-9,1374
167-7,277
16710-6,1632
16714-8,3779
16715-5,1786
16716-3,3713
16717-1,4227
16721-3,455
16746-0,1665
16755-1,659
16756-9,1659
16757-7,1668
16780-9,1675
16819-5,4301
16822-9,5209
16823-7,1718
16830-2,270
16832-8,5207
16835-1,5207
16836-9,5207
16841-9,270
16843-5,534
16853-4,1630
16855-9,1630
16858-3,659
16868-2,1204
1687-3,991
16876-5,1333
16877-3,1333
16879-9,5291
169-3,270
1690-7,1525
16915-1,552
16921-9,1204
16922-7,1204
16930-0,1204
16932-6,1114
1694-9,466
1695-6,466
16969-8,1459
16971-4,4336
16972-2,4336
16973-0,4336
1698-0,1665
16982-1,1755
16985-4,1508
16986-2,1508
16987-0,1508
16988-8,1508
16989-6,1508
16990-4,1508
16991-2,1508
16992-0,1508
16993-8,1508
16994-6,1508
16995-3,1508
16996-1,1508
16997-9,1508
16998-7,659
17-4,270
170-1,270
17002-7,1662
17008-4,1385
17010-0,1650
17020-9,1494
17021-7,1494
17026-6,968
17031-6,1456
17032-4,1457
17034-0,1659
17035-7,1659
17041-5,1521
17045-6,966
17047-2,966
17048-0,966
17049-8,966
17050-6,966
17059-7,5291
17075-3,1676
17076-1,1676
17086-0,567
17088-6,662
17090-2,1662
17091-0,1205
17096-9,1103
17097-7,1103
17098-5,1103
17099-3,1103
171-9,277
17100-9,1103
17101-7,1103
17102-5,1103
17103-3,1103
17104-1,1103
17105-8,1103
17106-6,1103
17107-4,1103
17108-2,1103
17109-0,1103
17110-8,1103
17111-6,1103
17112-4,1103
17113-2,1103
17114-0,1103
17115-7,1103
17116-5,1103
17117-3,1103
17118-1,1103
17119-9,1103
17120-7,1103
17121-5,1103
17122-3,1103
17123-1,1103
17124-9,1103
17125-6,1103
17126-4,1103
17127-2,1103
17128-0,1103
17129-8,1103
1713-7,72
17130-6,1103
17131-4,1103
17132-2,1103
17133-0,1103
17135-5,1103
17136-3,1103
17137-1,1103
17138-9,1103
17139-7,1103
17140-5,1103
17141-3,1103
17142-1,1103
17143-9,1103
17144-7,1103
17146-2,1122
17147-0,1103
17148-8,1103
17149-6,1103
17150-4,1103
17151-2,1103
17152-0,1103
17153-8,1103
17154-6,1103
17155-3,1103
17156-1,1103
17157-9,1103
17158-7,1103
17159-5,1103
17160-3,1103
17161-1,1103
17162-9,1103
17163-7,1103
17164-5,1103
17165-2,1103
17166-0,1103
17167-8,1103
17168-6,1103
17169-4,1103
17170-2,1103
17171-0,1103
17172-8,1103
17173-6,1103
17174-4,1103
17175-1,1103
17176-9,1103
17177-7,1103
17178-5,1103
17179-3,1103
17180-1,1103
17181-9,1103
17182-7,1103
17183-5,1103
17184-3,1103
17185-0,1103
17186-8,1103
17187-6,1103
17188-4,1103
17189-2,1103
17190-0,1103
17191-8,1103
17192-6,1103
17193-4,1103
17194-2,1103
17195-9,1103
17196-7,1103
17197-5,1103
17198-3,1103
17199-1,1103
17200-7,1103
17201-5,1103
17202-3,1103
17203-1,1103
17204-9,1103
17205-6,1103
17206-4,1103
17207-2,1103
17208-0,1103
17209-8,1103
17210-6,1103
17211-4,1103
17212-2,1103
17213-0,1103
17214-8,1103
17215-5,1103
17216-3,1103
17217-1,1103
17218-9,1103
17219-7,1103
17220-5,1103
17221-3,1103
17222-1,1103
17224-7,1103
17225-4,1103
17226-2,1103
17234-6,584
17236-1,1630
17246-0,1659
17250-2,673
17259-3,1659
17260-1,1659
17275-9,1659
17280-9,5215
17281-7,5210
17283-3,1665
17284-1,1465
17285-8,1470
17289-0,1205
17294-0,5201
173-5,270
17326-0,5291
17329-4,5291
17353-4,1463
17357-5,1463
17359-1,70
17363-3,1662
17368-2,478
17375-7,1662
17377-3,659
17384-9,659
17395-5,659
174-3,270
17416-9,4347
17417-7,4347
17418-5,4347
1742-6,516
17426-8,1204
1743-4,516
17431-8,673
17436-7,1670
1744-2,516
17443-3,659
17444-1,332
17446-6,1204
17447-4,1630
17459-9,1460
1746-7,1614
17463-1,4347
17464-9,1204
1747-5,1633
17479-7,662
1748-3,1633
1749-1,1633
17496-1,693
17497-9,693
17498-7,693
17499-5,693
175-0,277
17507-5,1677
17509-1,1204
1751-7,1806
17512-5,1205
17516-6,776
1752-5,1633
17520-8,4248
17525-7,7301
17531-5,1146
17534-9,1452
17535-6,1456
17536-4,1457
17547-1,4266
17550-5,4717
1756-6,1614
17561-2,1205
17569-5,1456
17570-3,1456
17573-7,673
17583-6,1456
17584-4,1457
17585-1,1456
17586-9,1456
17587-7,1457
17588-5,1456
17590-1,1457
17591-9,1456
17592-7,1457
17600-8,221
17603-2,1622
17604-0,1635
17606-5,1622
17608-1,1622
17609-9,1622
1761-6,1513
1762-4,714
1763-2,714
1764-0,463
1765-7,463
17657-8,1323
17663-6,968
17664-4,968
17665-1,968
1767-3,714
17673-5,968
1768-1,714
17687-5,1136
17699-0,1659
177-6,270
17705-5,1483
17707-1,1487
17713-9,1671
17716-2,1204
17717-0,1431
17719-6,659
17729-5,1330
17732-9,4358
17746-9,1662
17755-0,622
17756-8,622
17761-8,1500
17762-6,340
17763-4,3778
17766-7,3778
17767-5,1678
1777-2,7309
17771-7,1205
17773-3,5207
17791-5,1457
17792-3,1457
178-4,270
17810-3,693
17812-9,693
17814-5,693
17816-0,693
17818-6,693
17820-2,693
17821-0,693
17825-1,1103
1783-0,514
17833-5,5231
17834-3,218
17835-0,5231
17836-8,5231
17838-4,7309
17841-8,1511
17849-1,1109
17855-8,1577
17856-6,1577
17857-4,1452
17860-8,991
17861-6,578
17862-4,624
17871-5,1120
17878-0,5230
17879-8,5230
17880-6,5230
17881-4,5230
17882-2,5230
17883-0,5204
17884-8,5204
17885-5,5204
17886-3,5204
17887-1,5204
17888-9,5209
17889-7,5209
17890-5,5209
17891-3,5209
17892-1,5209
17893-9,5210
17894-7,5210
17895-4,5210
17896-2,5210
17897-0,5210
17898-8,5209
17899-6,5209
179-2,277
17900-2,5209
17901-0,5209
17902-8,5209
17903-6,5209
17904-4,5215
17905-1,5215
17906-9,5215
17907-7,5215
17908-5,5215
17909-3,5215
17910-1,5215
17911-9,5215
17912-7,5215
17913-5,5215
17914-3,5215
17915-0,5215
17916-8,5215
17917-6,5215
17918-4,5215
17919-2,5215
17920-0,5215
17921-8,5209
17922-6,5209
17923-4,5215
17924-2,5215
17925-9,5215
17926-7,5215
17927-5,5215
17928-3,5219
17929-1,5219
17930-9,5219
17931-7,5219
17932-5,5219
17933-3,5219
17934-1,5219
17935-8,5219
17936-6,5219
1794-7,1511
17947-3,280
17948-1,280
17949-9,280
1795-4,1511
17951-5,5231
17952-3,5231
17953-1,5231
17954-9,5231
17955-6,5231
17956-4,5231
17957-2,5231
17958-0,5231
17959-8,5231
1796-2,1511
17960-6,5231
17961-4,5231
17962-2,5231
17963-0,5231
17964-8,5207
17965-5,5207
17966-3,5207
17967-1,5207
17968-9,5207
1797-0,1511
17970-5,5201
17971-3,5201
17972-1,5201
17973-9,5201
17974-7,5201
17975-4,4204
17976-2,4204
1798-8,1510
1799-6,1511
18-2,277
1800-2,1511
181-8,270
1810-1,1510
1814-3,73
18184-2,1124
18186-7,624
18187-5,667
18188-3,1678
18189-1,620
18192-5,5209
18198-2,1204
182-6,270
18201-4,1302
18202-2,1302
18203-0,1302
18204-8,1658
18208-9,659
18225-3,1104
18226-1,1104
18227-9,2007
1823-4,7302
18230-3,1459
18231-1,1453
18241-0,968
18246-9,1418
1825-9,1807
18258-4,968
18262-6,996
18267-5,1103
18271-7,1415
18273-3,1141
18274-1,1141
18275-8,1146
18276-6,1146
18277-4,1120
18278-2,1120
18281-6,578
18283-2,1103
18284-0,1103
18285-7,1103
18291-5,1120
18296-4,412
18299-8,1572
183-4,277
18300-4,1620
18301-2,1572
18302-0,1620
18303-8,1572
18304-6,1620
18306-1,5210
18307-9,287
18311-1,1104
18312-9,1104
18314-5,1104
18319-4,1104
18323-6,1457
18326-9,5204
18327-7,5231
18328-5,5231
18332-7,1487
18338-4,659
1834-1,320
18340-0,1659
18345-9,1026
18349-1,1103
1835-8,1805
18350-9,1103
18352-5,221
18355-8,659
18356-6,1659
18357-4,1659
18358-2,659
18359-0,1659
1836-6,1818
18360-8,665
18368-1,2012
18369-9,2012
18372-3,2006
18376-4,2005
18377-2,2005
18379-8,622
18382-2,1622
18384-8,1673
18385-5,672
18387-1,1659
18388-9,667
18396-2,392
18400-2,79
18401-0,79
18407-7,220
18408-5,1103
18418-4,1205
18422-6,5201
1845-7,536
18467-1,665
18470-5,665
18475-4,991
18477-0,567
18478-8,24
18479-6,24
1848-1,7415
18480-4,24
18481-2,5209
18482-0,252
18483-8,5204
18484-6,1456
18485-3,1456
18487-9,219
18488-7,624
1849-9,7415
18493-7,287
18494-5,287
18495-2,287
18496-0,287
185-9,270
18500-9,5202
1852-3,1134
1854-9,1134
186-7,270
1868-9,188
1869-7,1000
187-5,277
1874-7,1603
1884-6,1602
18855-7,271
18857-3,270
18859-9,270
18860-7,270
18861-5,270
18862-3,270
18863-1,271
18864-9,270
18865-6,270
18866-4,270
18867-2,270
18868-0,270
18869-8,270
18870-6,270
18871-4,270
18872-2,270
18873-0,270
18874-8,270
18875-5,270
18876-3,270
18877-1,270
18878-9,270
18879-7,270
18880-5,270
18881-3,270
18882-1,270
18883-9,270
18884-7,270
18885-4,270
18886-2,270
18887-0,270
18888-8,270
18889-6,270
18890-4,270
18891-2,270
18892-0,270
18893-8,270
18894-6,270
18895-3,270
18896-1,270
18897-9,270
18898-7,270
18899-5,270
189-1,270
18900-1,270
18901-9,270
18902-7,270
18903-5,270
18904-3,270
18905-0,270
18906-8,270
18907-6,270
18908-4,270
18909-2,270
18910-0,270
18911-8,270
18912-6,270
18913-4,270
18914-2,270
18915-9,270
18916-7,270
18917-5,270
18918-3,270
18919-1,270
18920-9,270
18921-7,270
18922-5,270
18923-3,270
18924-1,271
18926-6,270
18927-4,270
18928-2,270
18929-0,270
18930-8,270
18931-6,270
18932-4,270
18934-0,270
18935-7,270
18936-5,270
18937-3,271
18938-1,270
18939-9,270
18940-7,270
18941-5,270
18942-3,270
18943-1,270
18944-9,270
18945-6,270
18946-4,270
18947-2,270
18948-0,270
18949-8,270
18950-6,270
18951-4,270
18952-2,270
18953-0,270
18954-8,270
18955-5,270
18956-3,270
18957-1,270
18958-9,271
18959-7,270
18960-5,270
18961-3,270
18962-1,270
18963-9,270
18964-7,270
18965-4,270
18966-2,270
18967-0,270
18968-8,270
18969-6,270
1897-8,991
18970-4,270
18971-2,270
18972-0,270
18973-8,270
18974-6,270
18975-3,270
18976-1,270
18977-9,270
18978-7,270
18979-5,270
18980-3,270
18981-1,270
18982-9,270
18983-7,270
18984-5,270
18985-2,270
18986-0,270
18987-8,270
18988-6,270
18989-4,270
18990-2,270
18991-0,270
18993-6,270
18994-4,270
18995-1,270
18996-9,270
18997-7,270
18998-5,270
18999-3,270
190-9,270
19000-9,270
19001-7,270
19044-7,1204
19049-6,477
19050-4,468
19051-2,4117
19053-8,1305
19054-6,5253
19055-3,659
19057-9,1151
19059-5,659
19064-5,662
19065-2,659
19073-6,659
19075-1,5231
19076-9,5222
19077-7,5231
19080-1,7402
19086-8,221
19087-6,221
19088-4,221
19089-2,221
19090-0,5201
19091-8,5201
191-7,277
19101-5,280
19104-9,413
19105-6,412
19110-6,390
19113-0,1200
19122-1,1103
19123-9,584
19124-7,2012
19127-0,5210
19128-8,5216
19138-7,659
19149-4,270
19156-9,270
19159-3,5201
1916-6,517
19165-0,1823
19176-7,320
19180-9,7317
19182-5,822
19193-2,814
1920-8,517
19207-0,812
19208-8,812
1921-6,1821
19218-7,999
19219-5,999
19225-2,999
19226-0,999
19230-2,999
19231-0,999
19235-1,999
19236-9,999
19244-3,5201
19245-0,667
19247-6,665
1925-7,999
19252-6,1104
19253-4,4358
19254-2,999
19255-9,999
19256-7,999
1926-5,999
19266-6,659
19267-4,659
19270-8,672
19280-7,667
19283-1,662
19284-9,662
19291-4,659
19292-2,659
19297-1,659
19299-7,659
193-3,270
19300-3,659
19312-8,663
19315-1,663
19323-5,659
19324-3,659
19325-0,667
19326-8,667
19328-4,662
19329-2,662
19330-0,662
19331-8,663
19333-4,665
19334-2,665
19335-9,663
19336-7,663
19337-5,665
19338-3,665
19339-1,672
19341-7,673
19342-5,673
19346-6,659
19347-4,659
19348-2,659
19349-0,672
19350-8,672
19351-6,673
19352-4,673
19353-2,672
19354-0,672
19355-7,673
19356-5,673
19357-3,659
19358-1,659
19362-3,659
19363-1,659
19364-9,667
19365-6,667
19366-4,662
19367-2,662
19368-0,672
19370-6,673
19371-4,673
19372-2,673
19373-0,672
19375-5,673
19376-3,673
19383-9,659
19384-7,659
19385-4,667
19386-2,667
19387-0,662
19388-8,662
19395-3,662
19396-1,662
19397-9,662
19398-7,662
19399-5,667
194-1,270
19402-7,1669
19403-5,1669
19404-3,1669
19408-4,659
19409-2,659
19410-0,659
19413-4,659
19414-2,659
19417-5,659
19418-3,659
19421-7,659
19422-5,659
19425-8,659
19427-4,659
19428-2,659
19431-6,659
19432-4,659
19435-7,659
19436-5,659
19437-3,659
19438-1,659
19441-5,659
19442-3,659
19443-1,667
19444-9,1668
19445-6,1668
19448-0,659
19449-8,659
19450-6,659
19451-4,659
19454-8,659
19455-5,659
19458-9,659
19459-7,659
19460-5,659
19461-3,659
19464-7,659
19465-4,659
19466-2,667
19467-0,667
19468-8,662
19469-6,662
19470-4,668
19471-2,668
19472-0,665
19473-8,665
19474-6,667
19475-3,667
19476-1,662
19477-9,662
19478-7,662
19479-5,662
19480-3,662
19481-1,662
19484-5,659
19485-2,659
19487-8,659
19488-6,659
19489-4,667
19490-2,667
19491-0,662
19492-8,662
19493-6,667
19494-4,667
19495-1,662
19496-9,662
19497-7,667
19499-3,659
195-8,277
19500-8,659
19501-6,659
19502-4,662
19503-2,662
19504-0,662
19505-7,662
1951-3,321
19512-3,659
19514-9,659
19515-6,659
1952-1,324
19520-6,667
19522-2,662
19523-0,662
19524-8,667
19525-5,667
19526-3,662
19527-1,662
1953-9,321
19530-5,659
19531-3,659
19534-7,659
19535-4,659
19536-2,672
19537-0,672
19539-6,673
19540-4,673
19541-2,673
19552-9,659
19553-7,659
19556-0,659
19557-8,659
19567-7,659
19570-1,659
19571-9,659
19572-7,659
19575-0,659
19576-8,659
19579-2,659
19580-0,659
19585-9,662
19586-7,662
19588-3,662
19589-1,662
1959-6,999
19590-9,662
19593-3,659
19599-0,659
1960-4,999
19600-6,659
1961-2,999
19614-7,667
19615-4,667
19617-0,662
19618-8,662
19619-6,662
1962-0,1610
19620-4,667
19621-2,667
19622-0,662
19623-8,662
19624-6,667
19626-1,1668
19627-9,1668
19628-7,668
19629-5,668
1963-8,1610
19630-3,665
19631-1,665
19635-2,659
19636-0,659
19637-8,659
19638-6,667
19639-4,667
19640-2,662
19641-0,662
19644-4,659
19645-1,659
19648-5,659
19649-3,659
1965-3,1630
19650-1,659
19653-5,659
19654-3,659
19655-0,672
19657-6,673
19658-4,673
19660-0,659
19661-8,659
19666-7,672
19668-3,1670
19669-1,1670
19670-9,662
19672-5,662
19673-3,662
19678-2,667
19679-0,667
1968-7,1601
19680-8,662
19681-6,662
19692-3,672
19695-6,673
19696-4,673
19697-2,673
19698-0,667
197-4,270
1970-3,1601
19700-4,662
19701-2,662
19706-1,662
19707-9,662
19708-7,662
19709-5,662
1971-1,1601
19712-9,659
19713-7,659
19714-5,667
19716-0,662
19717-8,662
19724-4,1204
19728-5,1205
19729-3,1205
19733-5,968
19734-3,1204
19736-8,1205
19737-6,1204
19738-4,1204
19739-2,1205
19740-0,1204
19741-8,1205
19742-6,1204
19743-4,1205
19744-2,1205
19746-7,1204
19747-5,1204
19748-3,1204
1975-2,1601
19751-7,1204
19752-5,4347
19753-3,1204
19754-1,1205
19755-8,1205
19756-6,1205
19757-4,1205
19758-2,1204
19759-0,1204
1976-0,1500
1977-8,631
198-2,270
1986-9,1137
1987-7,756
1988-5,1804
1989-3,1139
199-0,277
1992-7,1132
19994-3,999
20-8,270
2000-8,578
2001-6,1630
2002-4,1630
2004-0,624
201-4,270
2019-8,999
202-2,270
2020-6,999
2026-3,999
2028-9,1610
203-0,277
2030-5,999
2031-3,999
2032-1,1680
20373-7,274
20374-5,274
20375-2,274
20376-0,274
20377-8,274
20378-6,274
20379-4,274
20380-2,274
20381-0,274
20382-8,274
20383-6,274
20384-4,274
20385-1,274
20386-9,274
20387-7,274
20389-3,270
2039-6,7327
20396-8,270
20397-6,270
20402-4,1103
20407-3,5201
20410-7,659
20412-3,662
20413-1,659
20415-6,7402
20416-4,4124
20419-8,472
20421-4,1672
20424-8,1460
20425-5,1460
20431-3,5222
20432-1,1715
20433-9,473
20436-2,413
20437-0,412
20438-8,413
20439-6,412
20440-4,412
20447-9,4122
20448-7,7422
20449-5,1301
20450-3,4004
20453-7,219
20455-2,221
20460-2,270
20461-0,274
20462-8,274
20465-1,7402
20466-9,4004
20472-7,5222
20474-3,5215
20476-8,1103
20477-6,1103
20478-4,1103
20483-4,1470
20484-2,1460
20485-9,1460
205-5,270
20500-5,662
20501-3,662
20502-1,5204
20503-9,1103
20511-2,627
20515-3,665
20516-1,665
20517-9,673
20518-7,673
20519-5,659
20520-3,662
20521-1,659
20522-9,662
20523-7,662
20525-2,659
20526-0,659
20527-8,659
20528-6,662
20529-4,665
20530-2,662
20532-8,662
20533-6,667
20535-1,662
20536-9,662
20537-7,659
20538-5,662
20541-9,662
20542-7,659
20545-0,659
20546-8,659
20547-6,659
20548-4,659
2055-2,478
20552-6,662
20553-4,665
20554-2,659
20556-7,662
20559-1,662
2056-0,478
20560-9,662
20561-7,659
20563-3,999
20564-1,999
20565-8,999
20566-6,5216
20567-4,1213
20568-2,343
20569-0,1526
2057-8,468
20570-8,1104
20571-6,4124
20572-4,1114
20578-1,1651
2058-6,468
20585-6,5222
206-3,270
20623-5,638
20624-3,627
20627-6,5201
20629-2,270
20631-8,1103
2064-4,1809
20669-8,1460
20672-2,5249
20688-8,253
207-1,277
20705-0,238
20706-8,238
20719-1,1305
20729-0,1305
20739-9,5231
20745-6,662
2075-0,1609
20753-0,5291
20757-1,5291
2076-8,1626
20760-5,5291
20761-3,5207
20762-1,5207
20763-9,5291
20765-4,5291
20766-2,5291
20767-0,252
2077-6,1635
20774-6,5222
20780-3,290
20781-1,290
20789-4,5249
20799-3,5231
20811-6,5222
20812-4,5291
20814-0,5291
20817-3,5291
20821-5,5207
20822-3,5291
20833-0,5249
2085-9,996
20862-9,3780
20868-6,5291
20869-4,5215
20877-7,1435
20881-9,5215
20882-7,5207
20883-5,5201
20884-3,5207
20885-0,5231
2089-1,2001
20891-8,280
20892-6,5215
20893-4,241
20896-7,5215
20897-5,5249
20898-3,5253
20899-1,5215
209-7,270
20902-3,5215
20924-7,287
20925-4,287
20926-2,287
2093-3,580
20931-2,5231
20932-0,5222
20935-3,5249
20949-4,250
2095-8,996
20951-0,5249
20955-1,5207
20963-5,5207
20976-7,5203
20991-6,188
20994-0,7402
21-6,270
210-5,270
21000-5,1104
21001-3,178
21002-1,174
21003-9,280
21004-7,413
21008-8,4122
21010-4,1103
21011-2,1103
21012-0,1103
21013-8,1103
21014-6,1103
21015-3,1103
21016-1,1103
21017-9,1103
21018-7,1103
21019-5,477
21020-3,5222
21021-1,5230
21028-6,2004
21036-9,461
21038-5,455
21044-3,461
21046-8,1662
21047-6,662
2106-3,7401
21060-9,1204
21062-5,1673
2107-1,7401
21070-8,270
21077-3,1204
21078-1,1204
21079-9,1204
21087-2,1204
21096-3,1205
21097-1,1205
211-3,277
2110-5,7402
21104-5,1204
21108-6,1460
2111-3,7402
21116-9,1302
21117-7,1302
21118-5,1301
21119-3,1301
